timestamp,portfolio_value,cash,px_BTC_USD,sma_BTC_USD,signal_BTC_USD,px_ETH_USD,sma_ETH_USD,signal_ETH_USD,px_SOL_USD,sma_SOL_USD,signal_SOL_USD,px_LINK_USD,sma_LINK_USD,signal_LINK_USD
2026-06-27T22:00:32.172115+00:00,100000.0000,100000.0000,60127.3800,69829.7640,0,1573.4000,1906.0827,0,70.8450,77.6719,0,7.2954,8.7191,0
